stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,57.21,0,0,0,159.37,8.17,0,8.17
72hpf,0,4.28,0,0,1.07,0,0,0,0
21Day,0,9.37,0,0,1.34,5.35,0,0,1.34
3Month,0.96,42.23,0.64,1.6,5.12,0,0,0.64,1.6
22Month,0.55,66.15,0.55,0,3.83,1.09,2.19,0,0
