stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,0,0,1.07
21Day,0,0,0,14.72,4.02,0,2.68
3Month,0,1.6,2.24,0.32,0,0.32,0.64
22Month,0.55,7.65,3.83,1.09,0,0,1.09
