stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,24.52,0,8.17
72hpf,4.28,0,0,0,1.07,13.91,0,1.07
21Day,6.69,9.37,0,1.34,1.34,6.69,0,6.69
3Month,4.8,0,2.88,1.6,0,0,0.32,0.64
22Month,4.92,0.55,0,0,0,0,0,0
