stage,Epithelial,Germ,Immune,Neuron,Secretory
24hpf,8.17,0,0,0,0
72hpf,5.35,0,0,3.21,0
21Day,1.34,0,0,0,0
3Month,1.6,0.32,0.32,0,0.32
22Month,3.83,0.55,0.55,0,0
