stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.07,0,0,1.07,4.28,0,0
21Day,0,0,0,0,0,1.34,0,1.34
3Month,3.2,0,46.07,0.96,0.32,0,0.64,0.32
22Month,2.73,0,0,0,0,0,0.55,0
