stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,12.26,0
72hpf,0,0,1.07,0,0,1.07,6.42,2.14
21Day,0,0,0,0,0,0,1.34,0
3Month,0.32,0.32,0,1.28,0.32,0,0,0
22Month,0.55,4.92,0,2.19,1.09,0,0,1.09
