stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,12.26,0,0
72hpf,1.07,0,0,0,5.35,0,8.56
21Day,2.68,0,0,0,2.68,0,5.35
3Month,5.44,0,6.72,0.96,0,0,1.28
22Month,9.84,0.55,0,1.64,0,0.55,1.64
