stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,12.26,0,0,0
72hpf,2.14,0,0,0,40.65,1.07,0,6.42
21Day,13.39,1.34,0,1.34,26.77,0,0,6.69
3Month,4.48,1.6,1.6,0.64,2.24,0,0,1.6
22Month,12.57,0,0.55,0,0,1.09,1.09,1.64
