stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,4.09,0,0
72hpf,1.07,0,0,5.35,0,1.07
21Day,1.34,0,0,6.69,1.34,1.34
3Month,27.2,5.76,0.64,0.32,0,0.32
22Month,1.09,0,0,0,0,0
