stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,4.09,0,0
72hpf,2.14,0,0,1.07,0,1.07
21Day,1.34,1.34,1.34,0,1.34,5.35
3Month,0.32,0,0.64,0,0,0
22Month,2.73,0,0,0,0,0.55
