stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,1.07,0,0,1.07,0
21Day,4.02,1.34,6.69,0,0
3Month,0.96,2.24,4.48,0,0.32
22Month,0,1.09,3.83,0,0
