stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,12.26,0,0
72hpf,0,0,0,0,1.07,0,0
21Day,1.34,1.34,0,0,0,0,0
3Month,7.36,67.19,1.6,0.32,0.32,0.32,0.64
22Month,0.55,6.01,0.55,0,0,0,0
