stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,12.26,4.09,0,0,0
72hpf,0,3.21,0,0,79.16,7.49,0,0,0
21Day,0,1.34,1.34,0,12.05,2.68,0,0,0
3Month,0,6.4,4.8,1.6,0,0,0,0.64,1.28
22Month,0.55,36.08,0.55,3.83,1.09,0,1.09,0,3.83
