stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,16.35,0,0,0,8.17,228.84,0,0,4.09
72hpf,10.7,7.49,0,2.14,14.98,1062.3,0,1.07,32.09
21Day,12.05,6.69,0,5.35,5.35,331.96,0,8.03,17.4
3Month,8.32,0.64,5.44,4.16,0,12.8,0,0.32,18.24
22Month,16.4,0,7.11,2.19,0.55,25.69,0.55,0,6.56
