stage,Epithelial,Germ,Immune,Muscle,Stromal
24hpf,4.09,0,0,0,0
72hpf,4.28,0,0,1.07,0
21Day,1.34,0,1.34,0,0
3Month,6.08,0.32,0.96,0,0.32
22Month,1.09,0,0,0,0
