stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,4.09,0,8.17,0,0
72hpf,2.14,0,0,11.77,0,0
21Day,5.35,2.68,1.34,6.69,4.02,2.68
3Month,0.64,0.64,0.32,0,0,0
22Month,6.01,4.37,0,0.55,0,0
