stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,16.05,0,1.07
21Day,0,0,0,0,0,10.71,0,0
22Month,1.09,6.01,0.55,1.64,6.01,2.19,0.55,0
