stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0,0,0
72hpf,0,1.07,0,0,10.7,0,0,0,0
21Day,0,1.34,0,0,10.71,0,0,0,1.34
3Month,0.96,11.52,1.28,4.16,286.35,0.64,0,4.16,2.24
22Month,0.55,7.11,0.55,0,129.56,0,1.09,0,0
