stage,Endothelial,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,4.09,138.94,0,12.26
72hpf,0,0,1.07,0,23.54,1.07,4.28
21Day,1.34,2.68,0,0,8.03,0,2.68
