stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,1.34,0,0,0,1.34,0,0
3Month,2.88,7.68,0.64,0.32,0,0,0.64
22Month,3.28,29.52,0,0,0,0.55,0.55
