stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,2.14,0,0
21Day,1.34,0,8.03,1.34,0,1.34
3Month,2.24,0.32,1.6,0,0.64,0.32
22Month,1.09,0,0,0,0,0.55
