stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,0,0,1.07,10.7,0,1.07
21Day,2.68,0,1.34,0,0,0,4.02
3Month,8.64,0.64,0.64,0.32,0,0.32,0.32
22Month,3.83,0,1.09,0,0,0,0
