stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,0,0,0,4.09,0
72hpf,0,0,0,1.07,47.07
21Day,1.34,0,1.34,2.68,20.08
3Month,0.96,0.32,0,0,0
