stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,4.09
72hpf,1.07,10.7,0,0,0,0,0,0
21Day,0,20.08,0,0,0,0,0,0
3Month,0.96,47.67,1.28,5.12,0.96,0.32,0.32,1.92
22Month,0.55,26.79,0.55,4.92,2.19,0,0.55,1.09
