stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,8.17,0
72hpf,1.07,1.07,0,4.28,2.14,2.14
21Day,1.34,0,0,14.72,1.34,1.34
3Month,0,1.6,1.6,0,0,0.64
22Month,0.55,6.56,3.28,0,0.55,0.55
