stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,8.17,57.21,0,0
72hpf,4.28,0,0,3.21,10.7,1.07,0,207.54
21Day,14.72,1.34,0,0,2.68,0,0,68.27
3Month,12.48,94.07,2.56,0.96,0.32,0.32,0.32,7.04
22Month,3.28,9.84,0.55,0,0.55,0,0.55,0.55
