stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,12.26,0,0,36.78,0,8.17
72hpf,2.14,0,0,1.07,0,0
21Day,1.34,0,0,0,0,0
3Month,2.56,3.2,0.96,0,0,0.32
22Month,8.75,5.47,0,0,0.55,0.55
