stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,12.26,0,0,8.17
72hpf,0,4.28,0,0,12.84,0,1.07,6.42
21Day,0,1.34,1.34,1.34,1.34,0,2.68,0
3Month,0,0,0.64,0,0,0,0,0.32
22Month,0.55,3.83,1.64,0,0,0.55,0,0
