stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,1.07,0,1.07,4.28,0
21Day,0,1.34,0,0,2.68,1.34
3Month,0,0.32,0.32,0,0,0
22Month,0.55,1.09,0,0,0,0
