stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0
21Day,1.34,1.34,2.68,1.34,0,0,0,0
3Month,15.68,0.96,119.34,4.48,0.96,0,1.6,3.2
22Month,2.73,0.55,14.21,5.47,0.55,0.55,0.55,9.84
