stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,1.07,0,0,1.07,0,0
21Day,4.02,0,0,0,0,0
3Month,4.8,1.6,0,0,0.32,0
22Month,1.09,0,0.55,0,0,0.55
