stage,Epithelial,Germ,Immune,Muscle,Neuron
72hpf,1.07,0,0,1.07,3.21
21Day,2.68,0,0,1.34,1.34
3Month,3.2,0.32,0.64,0,0
22Month,0.55,0,5.47,0,0
