stage,Epithelial,Erythroid,Immune,Neuron,Secretory
24hpf,0,0,0,4.09,0
72hpf,1.07,2.14,0,12.84,2.14
21Day,2.68,1.34,0,4.02,0
3Month,0.96,0,0.32,0,0
22Month,1.09,0,0,0,0
