stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,28.6,0,8.17
72hpf,0,0,0,0,6.42,0,2.14
21Day,0,4.02,0,0,2.68,0,10.71
22Month,3.28,54.12,0.55,0.55,1.64,5.47,3.28
