stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory
21Day,0,0,0,0,1.34,0,0,0
3Month,19.52,0,0.64,2.56,0.32,0.32,0,0.32
22Month,31.16,0.55,1.64,3.83,1.09,2.73,1.09,1.64
