stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,3.21,0,0,1.07
21Day,0,0,0,1.34,0,1.34,0
3Month,16.96,0,0.32,0,0.64,0.32,1.28
22Month,43.73,2.73,3.83,0,1.64,0.55,0
