stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,20.43,4.09,0,0
72hpf,3.21,0,0,2.14,10.7,0,0,19.26
21Day,5.35,0,0,0,1.34,0,1.34,10.71
3Month,5.12,0.64,0,0,0.32,0,0.96,1.6
22Month,15.31,0,1.09,0,0,0,1.09,2.73
