stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,0,24.52,0,0
72hpf,0,0,5.35,0,0,7.49,0,0
21Day,0,1.34,4.02,0,0,0,0,1.34
3Month,0,0.32,0,0.32,0.32,0,0,0.64
22Month,0.55,10.93,0,0,0,0,1.09,0.55
