stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,12.26,8.17,4.09,269.7,0,49.04
72hpf,1.07,6.42,0,1.07,26.74,0,2.14
21Day,0,0,0,0,2.68,0,1.34
22Month,0,2.19,0.55,0,0,0.55,0
