stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,3.21,0,3.21,18.19,0,3.21
21Day,1.34,1.34,0,2.68,1.34,0,1.34
3Month,0,1.28,0.32,0,0,0.32,0
