stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,4.09,0
72hpf,1.07,0,0,0,2.14,1.07
21Day,0,0,0,0,1.34,1.34
3Month,0.96,2.56,0,0.32,0,0.64
22Month,12.03,6.56,1.09,0,0.55,1.09
