stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,8.17,4.09,4.09,0
72hpf,0,0,0,0,16.05,3.21
21Day,4.02,0,0,0,4.02,1.34
3Month,1.28,0.96,0,0,0,0
22Month,13.67,1.09,0,0,0,1.09
