stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,20.43,0,0
72hpf,0,0,4.28,1.07,0
21Day,0,0,10.71,0,0
22Month,3.83,0.55,49.2,0.55,0.55
