stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,4.09,0,24.52,0,0,0
72hpf,4.28,2.14,0,1.07,211.82,0,0,6.42
21Day,6.69,1.34,0,0,42.83,0,0,1.34
3Month,3.84,0,1.92,0,0,0,0.32,3.2
22Month,22.41,0,3.28,0,0,1.09,0.55,2.19
