stage,Epithelial,Erythroid,Germ,Neuron,Stromal
72hpf,0,1.07,0,22.47,3.21
21Day,0,0,0,21.42,0
3Month,0.32,0,0.32,1.28,0
22Month,2.73,0,0,0,0
