stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,20.43,0,0,8.17,183.89,0,12.26
72hpf,0,0,1.07,0,6.42,1.07,2.14
21Day,1.34,0,0,1.34,4.02,0,1.34
3Month,9.28,4.48,0.96,0.64,0.32,0,1.28
22Month,1.09,0,0,0,0,0,0
