stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,4.09,0,0,0,0,0
72hpf,0,0,0,0,0,0,6.42,1.07
21Day,0,1.34,0,0,0,0,2.68,1.34
3Month,0,10.56,0.32,1.28,2.88,1.28,0.64,0
22Month,1.64,10.93,0,0.55,5.47,1.09,1.64,1.64
