stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,4.09,0,4.09
72hpf,0,3.21,0,0,0,5.35,0,0
21Day,0,0,4.02,0,0,5.35,0,0
3Month,0.32,6.4,0,27.84,2.24,0,0.64,1.28
22Month,0,1.09,0,16.4,0,0,0,0
