stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,4.09,65.38,0,0
72hpf,1.07,3.21,1.07,1.07,7.49,1.07,0
21Day,0,1.34,1.34,0,5.35,0,1.34
