stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,0,39.58,0,3.21
21Day,0,1.34,1.34,34.8,2.68,0
22Month,4.37,0,0.55,0,0,0
