stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,0
72hpf,0,0,0,1.07,0
21Day,0,0,0,0,1.34
3Month,0.96,0.32,10.24,0,0.32
22Month,0,0,1.64,0,0
