stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,1.34,0,0,2.68,0,0,0
3Month,0,7.36,0,0,1.92,1.28,0.32,0
22Month,0.55,9.84,0.55,0.55,2.19,2.19,0.55,0.55
