stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,4.09,0,12.26,4.09,0
72hpf,7.49,2.14,0,0,0,5.35,0,3.21
21Day,4.02,1.34,0,0,0,2.68,0,0
3Month,0,0,0.32,0.32,0.32,0,0,0
