stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,3.21,2.14
21Day,2.68,0,5.35,0,2.68,1.34
3Month,1.28,0.32,0.64,0.32,0,0.32
22Month,1.09,0,1.09,0,0,0
