stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,4.09
72hpf,1.07,0,1.07,12.84,0,0
21Day,4.02,1.34,1.34,16.06,0,2.68
3Month,1.6,0,0,2.24,0.32,0.32
22Month,7.11,2.73,0,1.09,0,0.55
