stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,0
21Day,0,0,0,2.68,0,2.68
3Month,1.28,0.96,0.32,0,0.32,0.32
22Month,1.09,1.09,0,0,0,0
