stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,3.21,1.07
21Day,14.72,0,0,0,0,1.34
3Month,6.4,0.32,0,0.32,0,0.32
22Month,3.28,0,0.55,0,0,0
