stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,0,0
72hpf,0,0,0,0,1.07,0,0
21Day,0,5.35,0,0,0,0,0
3Month,0,14.72,0.96,0.32,0,0,0.96
22Month,0.55,7.65,0,0.55,0,0.55,0.55
