stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,1.07,6.42,0,0
21Day,0,2.68,1.34,0,1.34,8.03,0,0
3Month,0.32,8.32,0,0.64,2.56,0,0,0
22Month,0,23.51,0,0.55,1.64,0.55,0.55,1.09
