stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,4.09,0,0,0,0,0
72hpf,1.07,0,0,0,0,0
21Day,9.37,1.34,0,0,0,0
3Month,16.32,0.32,1.6,0.32,0,0.32
22Month,0.55,0,0,0,0.55,0
