stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,6.42,1.07
21Day,1.34,0,0,0,0,1.34
3Month,0,0.96,0.64,0.32,0,0
22Month,0,1.64,0,0,0,0
