stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
3Month,0.96,5.12,3.2,1.28,0.64,0,0,0.64
22Month,0,6.01,0.55,0.55,0,0.55,0.55,1.09
