stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,4.09,0,4.09,0,0
72hpf,0,0,0,0,1.07,0,1.07
21Day,4.02,0,0,0,0,0,0
3Month,18.56,0.32,0.64,0.32,0,0.32,0
