stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,28.6,0,16.35,0,77.64,0,20.43
72hpf,1.07,6.42,0,2.14,0,46,1.07,17.12
21Day,1.34,36.14,6.69,20.08,5.35,16.06,1.34,25.43
3Month,0,0.96,0,0,0,0,0,0
22Month,0,1.64,0,0,0,0,0,0
